SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,AgeGroup,UtilGroup,IncomeQuartile,Total Late Payments
0,0.017813917,62,0,0.004126805,5330,5,0,0,0,1,50-65,0-10%,"(3879.0, 5351.0]",0
0,0.9999999,32,0,0,4000,0,0,0,0,0,30-40,70-100%,"(3879.0, 5351.0]",0
0,0.966279651,47,0,0.418096383,9150,9,0,2,0,0,40-50,70-100%,"(7385.25, 251608.0]",2
0,0.290275347,57,0,0.105528765,8916,9,0,1,0,0,50-65,10-30%,"(7385.25, 251608.0]",1
0,0.151492425,59,0,0.200518135,7719,3,0,2,0,0,50-65,10-30%,"(7385.25, 251608.0]",2
0,0.04876609,41,0,0.29773913,11499,15,0,3,0,2,40-50,0-10%,"(7385.25, 251608.0]",3
0,0.132167012,79,0,0.44149318,2785,19,0,2,0,0,65+,10-30%,"(-0.001, 3879.0]",2
0,0.579713973,46,0,0.679433805,1200,5,0,0,0,0,40-50,50-70%,"(-0.001, 3879.0]",0
0,0.27803186,53,0,0.485423645,8060,10,0,2,0,5,50-65,10-30%,"(7385.25, 251608.0]",2
1,0.9999999,33,0,0.30696995,4791,5,0,2,0,0,30-40,70-100%,"(3879.0, 5351.0]",2
0,0.953253896,52,0,0.727970239,4300,7,0,2,0,1,50-65,70-100%,"(3879.0, 5351.0]",2
0,0.059681403,67,0,0.413917421,14700,8,0,2,0,0,65+,0-10%,"(7385.25, 251608.0]",2
0,0.461733135,64,0,0.508234143,6132,23,0,1,0,0,50-65,30-50%,"(5351.0, 7385.25]",1
0,0,48,0,0.11784779,12600,4,0,1,0,4,40-50,0-10%,"(7385.25, 251608.0]",1
1,0.28915456,53,0,1.49190162,3333,14,0,2,0,2,50-65,10-30%,"(-0.001, 3879.0]",2
0,0.9999999,35,0,0.106966925,2841,1,0,0,0,3,30-40,70-100%,"(-0.001, 3879.0]",0
0,0.311075476,37,0,0.27150926,7612,4,0,1,0,0,30-40,30-50%,"(7385.25, 251608.0]",1
0,0.15835935,58,0,0.608671044,8833,18,0,3,0,1,50-65,10-30%,"(7385.25, 251608.0]",3
0,0.87210825,43,0,0.239236573,4505,3,0,0,0,0,40-50,70-100%,"(3879.0, 5351.0]",0
0,0.446328506,49,5,0.426683062,6505,16,0,2,0,2,40-50,30-50%,"(5351.0, 7385.25]",2
0,0.697632242,29,0,0.305037126,4982,7,0,1,0,3,<30,50-70%,"(3879.0, 5351.0]",1
0,0.674016335,51,0,0.645694481,3750,17,0,0,0,0,50-65,50-70%,"(-0.001, 3879.0]",0
0,0.061226579,49,0,0.441889528,4000,11,0,2,0,1,40-50,0-10%,"(3879.0, 5351.0]",2
1,0.968832696,24,0,0.09352518,1250,5,0,0,0,0,<30,70-100%,"(-0.001, 3879.0]",0
0,0.147213124,63,0,0.282179455,4000,7,0,2,0,1,50-65,10-30%,"(3879.0, 5351.0]",2
0,0.01259874,56,0,0.001439539,2083,2,0,0,0,0,50-65,0-10%,"(-0.001, 3879.0]",0
0,0.263745545,32,0,0.389549055,13127,16,0,3,0,1,30-40,10-30%,"(7385.25, 251608.0]",3
0,0.056629816,60,1,0.381904524,4000,16,0,1,1,0,50-65,0-10%,"(3879.0, 5351.0]",2
0,0.210297559,42,0,0.267001435,6969,10,0,1,0,4,40-50,10-30%,"(5351.0, 7385.25]",1
0,0.718246553,61,0,0.802321832,3100,14,1,1,0,1,50-65,70-100%,"(-0.001, 3879.0]",2
0,0.684630739,56,0,0.310201167,8400,6,0,2,0,0,50-65,50-70%,"(7385.25, 251608.0]",2
0,0.170882912,35,0,0.532391362,3750,4,0,1,0,0,30-40,10-30%,"(-0.001, 3879.0]",1
0,0.162353424,48,0,0.56017968,7568,11,0,2,0,1,40-50,10-30%,"(7385.25, 251608.0]",2
0,0.120437753,52,0,0.530094833,5166,9,0,2,1,2,50-65,10-30%,"(3879.0, 5351.0]",3
0,0.021917968,60,0,0.106825834,9800,4,0,1,0,0,50-65,0-10%,"(7385.25, 251608.0]",1
1,0.006619235,45,2,0.285218146,9213,7,0,2,0,4,40-50,0-10%,"(7385.25, 251608.0]",2
0,0.029558549,64,0,0.015993603,2500,7,0,0,0,0,50-65,0-10%,"(-0.001, 3879.0]",0
0,0.047912002,68,0,0.021672875,2952,6,0,0,0,0,65+,0-10%,"(-0.001, 3879.0]",0
0,0.789076662,47,1,0.250755876,10252,11,0,1,0,5,40-50,70-100%,"(7385.25, 251608.0]",1
0,0.031514444,47,0,0.251749806,9000,17,0,2,0,2,40-50,0-10%,"(7385.25, 251608.0]",2
0,0.037680629,40,0,1.158895159,3366,7,0,2,0,0,30-40,0-10%,"(-0.001, 3879.0]",2
0,0.610999805,70,0,0.39633312,10962,14,0,4,0,1,65+,50-70%,"(7385.25, 251608.0]",4
0,0.567739693,76,0,0.204248601,6966,14,0,0,0,1,65+,50-70%,"(5351.0, 7385.25]",0
1,0.162687,42,1,0.304556727,6451,11,0,1,0,0,40-50,10-30%,"(5351.0, 7385.25]",1
0,0.249903191,44,0,0.593167702,7083,11,0,2,0,0,40-50,10-30%,"(5351.0, 7385.25]",2
0,0.158692065,42,0,0.015830695,6000,1,0,0,0,3,40-50,10-30%,"(5351.0, 7385.25]",0
0,0.113073506,50,0,0.29776364,10373,10,0,1,0,0,40-50,10-30%,"(7385.25, 251608.0]",1
0,0.565676944,56,0,0.476072727,6874,8,0,2,0,0,50-65,50-70%,"(5351.0, 7385.25]",2
0,0.53175888,60,0,0.405483727,4485,6,0,0,0,0,50-65,50-70%,"(3879.0, 5351.0]",0
0,0.127549647,34,0,0.224552146,7200,6,0,1,0,2,30-40,10-30%,"(5351.0, 7385.25]",1
0,0.491615415,48,0,0.419039339,4600,8,0,2,0,3,40-50,30-50%,"(3879.0, 5351.0]",2
0,0,47,0,0.102294885,6666,6,0,1,0,3,40-50,0-10%,"(5351.0, 7385.25]",1
0,0.9999999,38,0,0.477927652,3261,3,0,1,0,0,30-40,70-100%,"(-0.001, 3879.0]",1
0,0.53106169,58,0,0.381146128,14500,23,0,2,0,0,50-65,50-70%,"(7385.25, 251608.0]",2
1,0.014621897,49,0,0.431399317,5859,14,1,3,1,0,40-50,0-10%,"(5351.0, 7385.25]",5
0,0.220665847,77,0,0.033193361,5000,4,0,0,0,0,65+,10-30%,"(3879.0, 5351.0]",0
0,0,50,0,0.33680766,8250,11,0,2,0,0,40-50,0-10%,"(7385.25, 251608.0]",2
0,0.000535951,42,0,0.042930116,9200,5,0,0,0,1,40-50,0-10%,"(7385.25, 251608.0]",0
0,0,73,0,0.429819915,3775,4,0,1,0,0,65+,0-10%,"(-0.001, 3879.0]",1
0,0.085679384,63,0,0.268444752,8660,9,0,1,0,2,50-65,0-10%,"(7385.25, 251608.0]",1
0,0.993653855,45,1,0.613005958,9733,14,1,3,0,2,40-50,70-100%,"(7385.25, 251608.0]",4
0,0.270221131,63,0,0.482073911,1812,9,0,1,0,1,50-65,10-30%,"(-0.001, 3879.0]",1
0,0.9999999,33,4,0.748319328,2379,6,1,0,1,1,30-40,70-100%,"(-0.001, 3879.0]",2
0,0,79,0,0.000245761,4068,7,0,0,0,0,65+,0-10%,"(3879.0, 5351.0]",0
0,0.891726818,31,0,0.325761018,2200,11,0,0,0,0,30-40,70-100%,"(-0.001, 3879.0]",0
0,0.959170069,39,2,0.275891162,4740,6,1,0,1,2,30-40,70-100%,"(3879.0, 5351.0]",2
0,0.36093141,79,0,0.472764125,3946,10,0,2,0,0,65+,30-50%,"(3879.0, 5351.0]",2
0,0.016349183,49,0,0.059306975,9003,4,0,1,0,0,40-50,0-10%,"(7385.25, 251608.0]",1
0,0.022395521,80,0,0.109630123,3000,2,0,0,0,0,65+,0-10%,"(-0.001, 3879.0]",0
0,0.035770446,60,0,0.29504715,11770,7,0,2,0,2,50-65,0-10%,"(7385.25, 251608.0]",2
0,0.051877359,53,1,0.055590256,1600,9,0,0,0,0,50-65,0-10%,"(-0.001, 3879.0]",0
0,1,51,3,0.252999855,6916,1,2,1,0,0,50-65,70-100%,"(5351.0, 7385.25]",3
0,0,53,0,0.064768529,4600,4,0,1,0,3,50-65,0-10%,"(3879.0, 5351.0]",1
0,0.063898403,47,1,0.120575885,5000,11,0,0,0,1,40-50,0-10%,"(3879.0, 5351.0]",0
0,0.006276966,52,0,0.007915018,4800,10,0,0,0,0,50-65,0-10%,"(3879.0, 5351.0]",0
0,0.03398786,45,1,0.197120044,43333,10,0,3,0,2,40-50,0-10%,"(7385.25, 251608.0]",3
0,0.038145005,78,0,0.345663584,4000,29,0,3,0,0,65+,0-10%,"(3879.0, 5351.0]",3
0,0.039828805,71,0,0.205064737,5251,17,0,1,0,0,65+,0-10%,"(3879.0, 5351.0]",1
1,0.553449836,40,0,0.242292951,6000,6,0,0,0,3,30-40,50-70%,"(5351.0, 7385.25]",0
0,0.050705144,61,0,0.432412414,13500,15,0,3,0,0,50-65,0-10%,"(7385.25, 251608.0]",3
0,0.521946342,52,0,0.30144657,15000,8,0,2,0,0,50-65,50-70%,"(7385.25, 251608.0]",2
0,0.05704176,65,0,0.658948014,6520,11,0,2,0,0,50-65,0-10%,"(5351.0, 7385.25]",2
0,0.035476637,53,0,0.510311211,2666,8,0,1,0,0,50-65,0-10%,"(-0.001, 3879.0]",1
0,0.222503022,31,0,0.550544323,4500,12,0,1,0,0,30-40,10-30%,"(3879.0, 5351.0]",1
0,0.901139924,51,0,0.210798492,11408,7,0,2,0,0,50-65,70-100%,"(7385.25, 251608.0]",2
0,0.438125635,56,0,0.651174168,4087,11,0,2,0,2,50-65,30-50%,"(3879.0, 5351.0]",2
0,0.200160217,67,0,0.264785676,7371,6,0,2,0,0,65+,10-30%,"(5351.0, 7385.25]",2
0,0.701679897,41,0,0.463867466,3500,17,0,0,0,4,40-50,70-100%,"(-0.001, 3879.0]",0
0,0.995006242,43,0,0.010082493,3272,4,2,0,0,2,40-50,70-100%,"(-0.001, 3879.0]",2
0,0.80725841,54,0,0.402637704,11600,11,0,4,0,2,50-65,70-100%,"(7385.25, 251608.0]",4
0,0.228988616,31,0,0.115656721,3250,7,0,0,0,0,30-40,10-30%,"(-0.001, 3879.0]",0
0,0.216680391,54,0,0.138758477,1916,5,0,0,0,0,50-65,10-30%,"(-0.001, 3879.0]",0
0,0.011729389,49,0,0.10431768,3172,11,1,0,0,0,40-50,0-10%,"(-0.001, 3879.0]",1
0,0.513542992,32,0,0.047401485,1750,3,0,0,0,0,30-40,50-70%,"(-0.001, 3879.0]",0
0,0.057215713,74,0,0.209282981,6010,13,0,1,0,0,65+,0-10%,"(5351.0, 7385.25]",1
0,0.994824788,42,0,0.207298784,6000,7,0,0,0,0,40-50,70-100%,"(5351.0, 7385.25]",0
0,0.753655307,75,1,1.273257428,3600,8,0,2,0,0,65+,70-100%,"(-0.001, 3879.0]",2
1,0.748634386,30,3,0.200933631,4926,7,0,0,2,3,<30,70-100%,"(3879.0, 5351.0]",2
0,0.18032871,69,0,0.376424066,10620,6,0,1,0,0,65+,10-30%,"(7385.25, 251608.0]",1
0,0.275752471,36,0,0.412041116,6809,13,0,1,0,0,30-40,10-30%,"(5351.0, 7385.25]",1
1,0.534573271,43,0,0.275097784,2300,4,0,0,0,2,40-50,50-70%,"(-0.001, 3879.0]",0
0,0.9999999,34,0,0.016311497,3800,0,0,0,0,4,30-40,70-100%,"(-0.001, 3879.0]",0
0,0.041123972,62,0,0.927560366,1200,8,0,1,0,0,50-65,0-10%,"(-0.001, 3879.0]",1
0,0.035988004,42,0,0.090311987,7916,3,0,1,0,0,40-50,0-10%,"(7385.25, 251608.0]",1
0,0.067298917,43,0,0.230517965,15000,8,0,2,0,2,40-50,0-10%,"(7385.25, 251608.0]",2
0,0.014475501,42,0,0.633626432,7505,8,0,4,0,0,40-50,0-10%,"(7385.25, 251608.0]",4
0,0,63,0,0,5351,3,0,0,0,0,50-65,0-10%,"(3879.0, 5351.0]",0
0,0.650698603,52,2,0.070718232,7239,5,0,0,2,3,50-65,50-70%,"(5351.0, 7385.25]",2
0,0.002342307,58,0,0.667444185,3000,20,0,1,0,0,50-65,0-10%,"(-0.001, 3879.0]",1
0,0.984979005,56,0,0.311471646,13066,9,0,2,0,1,50-65,70-100%,"(7385.25, 251608.0]",2
1,0.045869095,51,0,0.441133222,10200,15,1,2,1,2,50-65,0-10%,"(7385.25, 251608.0]",4
0,0.996454906,25,0,0.316677077,1600,3,0,0,0,0,<30,70-100%,"(-0.001, 3879.0]",0
1,0.168376122,59,0,0.292489105,3900,9,0,1,0,0,50-65,10-30%,"(3879.0, 5351.0]",1
0,0.582853156,67,0,0.621679983,4630,13,0,1,0,1,65+,50-70%,"(3879.0, 5351.0]",1
0,0.009718643,57,1,0.170515541,8010,17,0,1,0,0,50-65,0-10%,"(7385.25, 251608.0]",1
0,0.047944903,68,0,0.379655086,4000,5,0,1,0,0,65+,0-10%,"(3879.0, 5351.0]",1
0,0.516375906,64,0,0.71813775,9901,22,0,5,0,0,50-65,50-70%,"(7385.25, 251608.0]",5
0,0.9999999,29,0,0.031914894,1503,0,1,0,0,0,<30,70-100%,"(-0.001, 3879.0]",1
0,0.953490093,45,0,0.940750323,3864,26,0,2,0,2,40-50,70-100%,"(-0.001, 3879.0]",2
0,0.311172207,56,0,0.214447464,4415,4,0,2,0,0,50-65,30-50%,"(3879.0, 5351.0]",2
0,0.9999999,48,1,0.203686348,3200,2,3,0,1,3,40-50,70-100%,"(-0.001, 3879.0]",4
0,0.057262353,64,0,0.72735761,4283,9,0,2,1,0,50-65,0-10%,"(3879.0, 5351.0]",3
0,0.21566899,64,0,0.230110159,2450,12,0,0,0,0,50-65,10-30%,"(-0.001, 3879.0]",0
0,0.182837953,47,0,0.115224378,8400,11,0,0,0,1,40-50,10-30%,"(7385.25, 251608.0]",0
0,0.141981069,65,0,0.198278256,3600,9,0,0,0,0,50-65,10-30%,"(-0.001, 3879.0]",0
0,0.045876807,62,0,0.251237204,14750,8,0,2,0,0,50-65,0-10%,"(7385.25, 251608.0]",2
0,0.378476972,51,1,0.197512543,14150,7,0,1,0,1,50-65,30-50%,"(7385.25, 251608.0]",1
0,0.18866681,71,0,0.07118861,6250,9,0,0,0,0,65+,10-30%,"(5351.0, 7385.25]",0
0,0.481799842,48,0,0.364756415,8846,7,1,1,0,2,40-50,30-50%,"(7385.25, 251608.0]",2
0,0.107475574,44,0,0.332037217,7200,6,0,2,0,2,40-50,10-30%,"(5351.0, 7385.25]",2
0,0.470629273,41,0,0.357903759,8166,10,0,2,0,3,40-50,30-50%,"(7385.25, 251608.0]",2
0,0.318409066,30,0,0.170164918,2667,8,0,0,0,0,<30,30-50%,"(-0.001, 3879.0]",0
0,0.9999999,39,2,0.458314954,6800,10,0,1,0,1,30-40,70-100%,"(5351.0, 7385.25]",1
0,0.9999999,33,0,0.31441048,3434,8,0,1,0,1,30-40,70-100%,"(-0.001, 3879.0]",1
0,0.36680726,45,0,0.053571429,4311,5,0,0,0,0,40-50,30-50%,"(3879.0, 5351.0]",0
0,0.137119036,62,0,0.346884372,3000,4,0,1,0,0,50-65,10-30%,"(-0.001, 3879.0]",1
0,0.129677406,64,0,0.28420557,14865,11,0,2,0,2,50-65,10-30%,"(7385.25, 251608.0]",2
0,0.9999999,32,1,0.099484536,3879,2,10,0,0,3,30-40,70-100%,"(-0.001, 3879.0]",10
0,0.678676471,51,2,0.138715321,4000,5,0,0,0,0,50-65,50-70%,"(3879.0, 5351.0]",0
0,0.001156773,40,0,0.037994572,7000,4,0,0,0,2,30-40,0-10%,"(5351.0, 7385.25]",0
0,0,42,1,0.52014652,7916,7,0,2,0,0,40-50,0-10%,"(7385.25, 251608.0]",2
0,0.839859553,48,0,0.329844413,3534,9,0,2,0,1,40-50,70-100%,"(-0.001, 3879.0]",2
0,0.277714411,66,0,0.159484052,10000,14,0,0,0,0,65+,10-30%,"(7385.25, 251608.0]",0
0,0.150364596,53,0,0.25234946,5745,9,0,1,0,3,50-65,10-30%,"(5351.0, 7385.25]",1
0,1,65,0,0.631362569,5107,8,0,1,0,0,50-65,70-100%,"(3879.0, 5351.0]",1
0,0,54,0,0,12500,6,0,0,0,0,50-65,0-10%,"(7385.25, 251608.0]",0
1,0.982024829,56,3,0.257929255,9300,15,0,0,0,0,50-65,70-100%,"(7385.25, 251608.0]",0
0,0.21331549,61,0,0.661642572,3250,10,0,1,0,0,50-65,10-30%,"(-0.001, 3879.0]",1
0,0.030167473,55,0,0.162183782,10000,21,0,2,0,2,50-65,0-10%,"(7385.25, 251608.0]",2
0,0.028972873,30,0,0.338238624,8833,9,0,1,0,0,<30,0-10%,"(7385.25, 251608.0]",1
0,0.000735258,82,0,0,2500,3,0,0,0,0,65+,0-10%,"(-0.001, 3879.0]",0
0,0.465002147,42,0,0.355627153,9000,14,0,2,0,4,40-50,30-50%,"(7385.25, 251608.0]",2
0,0.099529797,76,0,0.204909119,6436,5,0,1,0,0,65+,0-10%,"(5351.0, 7385.25]",1
0,0.108554698,50,0,0.192713077,7684,9,0,1,0,0,40-50,10-30%,"(7385.25, 251608.0]",1
0,0.018899055,49,0,0.331254331,17315,6,0,2,0,3,40-50,0-10%,"(7385.25, 251608.0]",2
0,0.089558425,57,0,0.149487543,12000,10,0,1,0,3,50-65,0-10%,"(7385.25, 251608.0]",1
0,0.986820179,72,0,1.49009009,554,5,0,0,0,0,65+,70-100%,"(-0.001, 3879.0]",0
0,0.023235882,50,0,0.213560834,8966,7,0,1,0,3,40-50,0-10%,"(7385.25, 251608.0]",1
0,0.004468307,41,0,0.169619786,10835,6,0,1,0,3,40-50,0-10%,"(7385.25, 251608.0]",1
0,0.339535208,31,0,0.226254156,6916,7,0,0,0,0,30-40,30-50%,"(5351.0, 7385.25]",0
0,0.038846937,48,0,0.177583286,7083,7,0,1,0,3,40-50,0-10%,"(5351.0, 7385.25]",1
0,0.129787735,61,0,0.248975876,8787,11,0,2,0,0,50-65,10-30%,"(7385.25, 251608.0]",2
0,0.144695333,70,0,0.418918919,8583,15,0,1,0,0,65+,10-30%,"(7385.25, 251608.0]",1
0,0,26,0,0.081225746,7472,9,0,0,0,1,<30,0-10%,"(7385.25, 251608.0]",0
0,0.016061291,49,0,0.250684442,8400,12,0,1,0,0,40-50,0-10%,"(7385.25, 251608.0]",1
0,0.359513176,65,0,1.077884489,7600,15,0,4,0,0,50-65,30-50%,"(7385.25, 251608.0]",4
0,0.210658023,63,0,0.575480211,7756,6,0,2,0,3,50-65,10-30%,"(7385.25, 251608.0]",2
0,0.161577226,55,1,0.249323676,11458,15,0,2,0,1,50-65,10-30%,"(7385.25, 251608.0]",2
0,0.767994993,33,0,0.76821889,3800,9,0,1,0,2,30-40,70-100%,"(-0.001, 3879.0]",1
0,0.107644618,67,0,0.007475762,8560,1,0,0,0,1,65+,10-30%,"(7385.25, 251608.0]",0
0,0.9999999,44,0,0.315747928,7600,5,0,1,0,0,40-50,70-100%,"(7385.25, 251608.0]",1
0,0.674925992,68,3,0.275972403,10000,14,0,2,0,0,65+,50-70%,"(7385.25, 251608.0]",2
0,0.771137068,44,0,0.452089277,5958,11,0,2,0,2,40-50,70-100%,"(5351.0, 7385.25]",2
0,0.526463138,58,1,0.334642234,4583,9,0,1,1,0,50-65,50-70%,"(3879.0, 5351.0]",2
1,0.9999999,31,0,0.495669554,1500,2,1,0,1,3,30-40,70-100%,"(-0.001, 3879.0]",2
0,0.016830732,63,0,1.175501433,5583,14,0,4,0,1,50-65,0-10%,"(5351.0, 7385.25]",4
0,0.103806871,55,0,0.333754004,10300,14,0,2,0,0,50-65,10-30%,"(7385.25, 251608.0]",2
0,0.9999999,60,0,0.013551108,78000,5,0,1,0,0,50-65,70-100%,"(7385.25, 251608.0]",1
0,0.167650359,51,1,0.170057216,12583,4,0,1,0,3,50-65,10-30%,"(7385.25, 251608.0]",1
1,1,29,4,0.363754889,2300,7,0,0,3,0,<30,70-100%,"(-0.001, 3879.0]",3
0,0.028517591,59,0,0.049798686,18875,11,0,1,0,0,50-65,0-10%,"(7385.25, 251608.0]",1
0,0.104404345,45,0,0.328291594,4032,8,0,1,0,1,40-50,10-30%,"(3879.0, 5351.0]",1
0,0.30304367,27,0,0.279920023,3500,4,0,0,0,0,<30,30-50%,"(-0.001, 3879.0]",0
1,0.397169026,26,1,0.110269961,7000,4,2,0,1,3,<30,30-50%,"(5351.0, 7385.25]",3
0,0.414599529,37,0,0.201266245,3000,2,0,0,0,2,30-40,30-50%,"(-0.001, 3879.0]",0
1,1,37,0,0.821642824,4333,9,0,3,1,0,30-40,70-100%,"(3879.0, 5351.0]",4
0,0.814036071,37,0,0.204359128,5000,7,0,0,0,3,30-40,70-100%,"(3879.0, 5351.0]",0
0,0.114452124,51,0,0.764705882,1750,7,0,2,0,3,50-65,10-30%,"(-0.001, 3879.0]",2
0,0.050077707,62,0,0.361504029,5584,11,0,2,0,0,50-65,0-10%,"(5351.0, 7385.25]",2
0,0.165330645,63,0,0.281545528,3700,7,0,1,0,2,50-65,10-30%,"(-0.001, 3879.0]",1
0,0,50,0,0.112649294,3683,5,0,0,0,4,40-50,0-10%,"(-0.001, 3879.0]",0
0,0.661333407,46,0,0.611171484,4600,16,0,1,0,1,40-50,50-70%,"(3879.0, 5351.0]",1
0,1,46,2,0.211413748,4625,9,0,0,0,1,40-50,70-100%,"(3879.0, 5351.0]",0
0,0.091254647,45,0,0.590058563,7000,10,0,1,0,1,40-50,0-10%,"(5351.0, 7385.25]",1
0,0.197584783,48,0,0.552318566,5800,10,0,2,0,0,40-50,10-30%,"(5351.0, 7385.25]",2
0,0.9999999,55,0,0,5351,2,0,0,0,0,50-65,70-100%,"(3879.0, 5351.0]",0
1,0.272045698,28,0,0.015492254,2000,3,1,0,0,0,<30,10-30%,"(-0.001, 3879.0]",1
0,0.351297405,25,0,0.097611324,3390,3,0,0,0,1,<30,30-50%,"(-0.001, 3879.0]",0
0,0,41,0,0.352071992,9000,9,0,2,0,2,40-50,0-10%,"(7385.25, 251608.0]",2
0,0.190470855,63,0,0.507859243,9860,8,0,1,0,0,50-65,10-30%,"(7385.25, 251608.0]",1
0,1,60,3,0.029893925,3110,5,1,0,2,0,50-65,70-100%,"(-0.001, 3879.0]",3
0,0.323278796,48,0,0.48856183,6250,7,0,1,0,0,40-50,30-50%,"(5351.0, 7385.25]",1
0,0.19059332,56,0,0.214878834,5900,7,0,1,0,2,50-65,10-30%,"(5351.0, 7385.25]",1
0,0.026247813,41,0,0.66233994,5700,8,0,4,0,1,40-50,0-10%,"(5351.0, 7385.25]",4
0,0.784804402,67,0,1.047449321,4488,12,0,1,0,0,65+,70-100%,"(3879.0, 5351.0]",1
0,0.588682264,48,0,0.620085995,3255,5,0,3,0,2,40-50,50-70%,"(-0.001, 3879.0]",3
0,0.312103688,47,0,0.422486833,13100,9,0,2,0,0,40-50,30-50%,"(7385.25, 251608.0]",2
0,0.356527394,27,3,0.768725361,760,8,0,0,0,0,<30,30-50%,"(-0.001, 3879.0]",0
0,0.234463097,51,0,0.418700097,13400,5,0,1,0,1,50-65,10-30%,"(7385.25, 251608.0]",1
0,0.052994701,68,1,0.275130913,11648,8,0,3,0,1,65+,0-10%,"(7385.25, 251608.0]",3
0,0.005974467,32,0,0.386432299,3640,4,0,1,0,0,30-40,0-10%,"(-0.001, 3879.0]",1
0,0.384584617,44,0,0.348108649,6000,7,0,1,0,3,40-50,30-50%,"(5351.0, 7385.25]",1
0,0.126443916,37,0,0.146529563,3500,6,0,0,0,0,30-40,10-30%,"(-0.001, 3879.0]",0
0,0,54,0,0.405328191,14000,8,0,3,0,2,50-65,0-10%,"(7385.25, 251608.0]",3
0,0.9999999,33,0,0.001754078,5700,3,0,0,0,0,30-40,70-100%,"(5351.0, 7385.25]",0
0,0.007292156,60,0,0.451993736,8300,8,0,3,0,0,50-65,0-10%,"(7385.25, 251608.0]",3
0,1,55,4,0.175012775,3913,5,0,0,0,1,50-65,70-100%,"(3879.0, 5351.0]",0
1,1,43,2,0.316672747,2740,4,1,0,2,2,40-50,70-100%,"(-0.001, 3879.0]",3
1,0.962179459,33,1,0.879790526,4200,14,0,2,0,0,30-40,70-100%,"(3879.0, 5351.0]",2
0,0.043856312,59,0,0.363251738,3308,16,2,1,0,2,50-65,0-10%,"(-0.001, 3879.0]",3
0,0.028059786,69,0,0.46529563,6223,18,0,2,0,0,65+,0-10%,"(5351.0, 7385.25]",2
0,0,54,1,0.334366563,10000,9,0,1,1,1,50-65,0-10%,"(7385.25, 251608.0]",2
0,0.091381005,41,0,0.275484162,6660,13,0,2,0,0,40-50,0-10%,"(5351.0, 7385.25]",2
0,0.44924295,52,1,0.44158906,8482,12,0,1,0,2,50-65,30-50%,"(7385.25, 251608.0]",1
0,0.067993819,75,0,0.191118345,4300,13,0,1,0,0,65+,0-10%,"(3879.0, 5351.0]",1
0,0.300373063,60,0,0.408990623,3625,6,0,2,0,0,50-65,30-50%,"(-0.001, 3879.0]",2
1,0.809273196,48,2,1.452975048,2083,9,0,3,0,1,40-50,70-100%,"(-0.001, 3879.0]",3
0,0.241952681,51,0,0.345465453,10000,12,0,2,0,2,50-65,10-30%,"(7385.25, 251608.0]",2
0,0.236020167,62,0,0.44193201,6500,14,0,1,0,0,50-65,10-30%,"(5351.0, 7385.25]",1
1,0.070327757,51,0,0.274064864,9650,11,0,2,0,0,50-65,0-10%,"(7385.25, 251608.0]",2
0,0.012935481,53,0,0.521905322,3400,4,0,1,0,1,50-65,0-10%,"(-0.001, 3879.0]",1
0,0.094867741,70,0,0.176202176,11395,6,0,2,0,1,65+,0-10%,"(7385.25, 251608.0]",2
0,0.738559229,35,0,0.523825848,5833,10,0,1,0,2,30-40,70-100%,"(5351.0, 7385.25]",1
0,0.236119974,55,1,0.263564858,7500,7,0,2,1,1,50-65,10-30%,"(7385.25, 251608.0]",3
0,0.210225152,63,0,0.528324154,5083,9,0,2,0,0,50-65,10-30%,"(3879.0, 5351.0]",2
0,0.552018335,59,0,0.480105831,9826,16,0,2,0,1,50-65,50-70%,"(7385.25, 251608.0]",2
1,1,43,1,0.004837149,3100,2,2,0,0,3,40-50,70-100%,"(-0.001, 3879.0]",2
0,0.677117098,65,0,0.315877863,6549,13,0,0,0,0,50-65,50-70%,"(5351.0, 7385.25]",0
0,0.9999999,41,2,0.00329934,3333,2,0,0,0,1,40-50,70-100%,"(-0.001, 3879.0]",0
0,0.310564992,37,0,0.210365232,4900,7,0,1,0,0,30-40,30-50%,"(3879.0, 5351.0]",1
1,0.55290426,39,0,0.507246377,2690,9,0,0,0,0,30-40,50-70%,"(-0.001, 3879.0]",0
0,0.140237632,72,0,0.105311439,10900,7,0,0,0,0,65+,10-30%,"(7385.25, 251608.0]",0
0,0.007541047,54,0,0.002066529,15000,10,0,0,0,3,50-65,0-10%,"(7385.25, 251608.0]",0
0,0,46,0,0.341300828,10500,4,0,2,0,0,40-50,0-10%,"(7385.25, 251608.0]",2
0,0.009671814,72,0,0.093586387,4583,4,0,0,0,1,65+,0-10%,"(3879.0, 5351.0]",0
0,0.227050743,58,0,0.356480605,5284,9,0,2,0,1,50-65,10-30%,"(3879.0, 5351.0]",2
0,0.176227723,58,0,0.511597699,5388,22,0,2,0,0,50-65,10-30%,"(5351.0, 7385.25]",2
0,0.21481963,69,0,0.233261918,3733,6,0,0,0,2,65+,10-30%,"(-0.001, 3879.0]",0
0,0.228262258,37,0,0.729459544,3200,14,0,2,0,2,30-40,10-30%,"(-0.001, 3879.0]",2
